"","cultivar_name","alternate","breeder","color","crop","type","number","release_year","technology"
"800","PAN4P-228","","Pannar Seed","Yellow","Zea mays","HB","A 20112974","20110805","0"
"801","PAN4Q-260","","Pannar Seed","Yellow","Zea mays","HB","A 20102867","20100816","0"
"802","PAN5285","BG 5285","Corteva Agriscience RSA","White","Zea mays","HB","A 20123105","20120724","0"
"803","PAN53","","Pannar Seed","White","Zea mays","HB","A 20072479","20070801","0"
"804","PAN5A-154","PHB 3X23F439","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20153668","20150916","0"
"805","PAN5A-170","PHB X23H522","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20163856","20160908","0"
"806","PAN5A-182","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20153665","20150916","0"
"807","PAN5A-190","PHB 3X18F886","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20153667","20150916","0"
"808","PAN5A-195","PHB 3SA64172003","Corteva Agriscience RSA","White","Zea mays","HB","A 20143498","20140930","0"
"809","PAN5A-291","PHB 3SA64172004","Corteva Agriscience RSA","White","Zea mays","HB","A 20143499","20140930","0"
"810","PAN5Q-249","","Pannar Seed","White","Zea mays","HB","A 20123119","20120724","0"
"811","PAN5Q-251","","Pannar Seed","White","Zea mays","HB","A 20123120","20120724","0"
"812","PAN6026","","Pannar Seed","Yellow","Zea mays","HB","A 20011619","20010926","0"
"813","PAN6126","","Pannar Seed","Yellow","Zea mays","HB","A 20031874","20030707","0"
"814","PAN6146","","Pannar Seed","Yellow","Zea mays","HB","A 92239","19920908","0"
"815","PAN6227","","Pannar Seed","White","Zea mays","HB","A 20031843","20030710","0"
"816","PAN6243","","Pannar Seed","White","Zea mays","HB","A 93397","19930716","0"
"817","PAN63","","Pannar Seed","White","Zea mays","HB","A 20102813","20100908","0"
"818","PAN6414","","Pannar Seed","Yellow","Zea mays","HB","A 20102817","20100907","0"
"819","PAN6479","","Pannar Seed","White","Zea mays","HB","A 88794","19880811","0"
"820","PAN6549","","Pannar Seed","White","Zea mays","HB","A 85426","19850925","0"
"821","PAN6611","","Pannar Seed","White","Zea mays","HB","A 20021728","20020910","0"
"822","PAN6616","","Pannar Seed","Yellow","Zea mays","HB","A 20021721","20020910","0"
"823","PAN67","","Pannar Seed","White","Zea mays","HB","A 991393","19990811","0"
"824","PAN6723","","Pannar Seed","White","Zea mays","HB","","","0"
"825","PAN6777","","Pannar Seed","White","Zea mays","HB","A 981200","19980909","0"
"826","PAN683","","Pannar Seed","White","Zea mays","HB","A 20102800","20100908","0"
"827","PAN69","","Pannar Seed","White","Zea mays","HB","A 20072480","20070801","0"
"828","PAN691","","Pannar Seed","White","Zea mays","HB","A 20102801","20100908","0"
"829","PAN693","","Pannar Seed","White","Zea mays","HB","A 20163877","20160913","0"
"830","PAN6966","","Pannar Seed","Yellow","Zea mays","HB","A 20001460","20000613","0"
"831","PAN697","","Pannar Seed","White","Zea mays","HB","A 20143497","20140930","0"
"832","PAN6A-150","","Pannar Seed","Yellow","Zea mays","HB","A 20143512","20141002","0"
"833","PAN6A-229","","Pannar Seed","White","Zea mays","HB","A 20123113","20120724","0"
"834","PAN6A-231","P2842W","Corteva Agriscience RSA","White","Zea mays","HB","A 20133363","20130930","0"
"835","PAN6A-235","","Pannar Seed","White","Zea mays","HB","A 20123114","20120724","0"
"836","PAN6A-237","","Pannar Seed","White","Zea mays","HB","A 20123115","20120724","0"
"837","PAN6A-239","","Pannar Seed","White","Zea mays","HB","A 20123116","20120724","0"
"838","PAN6P-110","","Pannar Seed","Yellow","Zea mays","HB","A 20062362","20060801","0"
"839","PAN6Q-115","","Pannar Seed","White","Zea mays","HB","A 20072481","20070801","0"
"840","PAN6Q-223","","Pannar Seed","White","Zea mays","HB","","","0"
"841","PAN6Q-245","","Pannar Seed","White","Zea mays","HB","A 20123118","20120724","0"
"842","PAN6Q-252","","Pannar Seed","Yellow","Zea mays","HB","A 20112976","20110805","0"
"843","PAN7M-81","","Pannar Seed","White","Zea mays","HB","A 20123094","20120724","0"
"844","PAN7M-83","","Corteva Agriscience RSA","White","Zea mays","HB","A 20163878","20160913","0"
"845","PAN7M-89","","Pannar Seed","White","Zea mays","HB","A 20102819","20100908","0"
"846","PAN7Q-124","","Pannar Seed","Yellow","Zea mays","HB","A 20102808","20100907","0"
"847","PAN8M-91","","Pannar Seed","White","Zea mays","HB","A 20102804","20100908","0"
"848","PAN8M-93","","Pannar Seed","White","Zea mays","HB","A 20123095","20120724","0"
"849","PCS24G44","","Procell Seed","Yellow","Zea mays","HB","A 20143513","20141002","0"
"850","PGS51","","Klein Karoo Seed Marketing","White","Zea mays","HB","A 20163879","20160913","0"
"851","PGS53","","Klein Karoo Seed Marketing","White","Zea mays","HB","A 20163880","20160913","0"
"852","PGS57","","Klein Karoo Seed Marketing","White","Zea mays","HB","A 20163881","20160913","0"
"853","PGS63","","Klein Karoo Seed Marketing","White","Zea mays","HB","A 20163882","20160913","0"
"854","PGS65","","Klein Karoo Seed Marketing","White","Zea mays","HB","A 20174049","20171016","0"
"855","PHB30B97","","Corteva Agriscience RSA","White","Zea mays","HB","A 20042039","20040820","0"
"856","PHB30G19","","Corteva Agriscience RSA","White","Zea mays","HB","A 20133357","20130930","0"
"857","PHB30H22","","Pioneer Hi-Bred RSA","Yellow","Zea mays","HB","A 971016","19970828","0"
"858","PHB30K70","","Pioneer Hi-Bred RSA","Yellow","Zea mays","HB","A 991332","19990720","0"
"859","PHB30Y83","","Corteva Agriscience RSA","White","Zea mays","HB","A 20042040","20040820","0"
"860","PHB30Y87","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20163844","20160908","0"
"861","PHB31133VW","PHB 32Y85","Corteva Agriscience RSA","White","Zea mays","HB","A 20052226","20050826","0"
"862","PHB31D24","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20102815","20100907","0"
"863","PHB31G58","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20042031","20040820","0"
"864","PHB31M09","","Corteva Agriscience RSA","White","Zea mays","HB","A 20042038","20040820","0"
"865","PHB31M09","","Corteva Agriscience RSA","White","Zea mays","HB","","","0"
"866","PHB31M81","","Corteva Agriscience RSA","White","Zea mays","HB","A 20052225","20050826","0"
"867","PHB31T91","","Corteva Agriscience RSA","White","Zea mays","HB","A 20072478","20070801","0"
"868","PHB31V31","","Corteva Agriscience RSA","White","Zea mays","HB","A20072477","20070801","0"
"869","PHB3253","","Corteva Agriscience RSA","White","Zea mays","HB","A 92272","19920930","0"
"870","PHB32A03","","Corteva Agriscience RSA","White","Zea mays","HB","A 991404","19990811","0"
"871","PHB32B10","","Corteva Agriscience RSA","White","Zea mays","HB","A 20062375","20060801","0"
"872","PHB32B10","","Corteva Agriscience RSA","White","Zea mays","HB","","","0"
"873","PHB32D78","BG 3292","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20123160","20120814","0"
"874","PHB32D99","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20021705","20020910","0"
"875","PHB32T50","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20031885","20030707","0"
"876","PHB32W71","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20021706","20020910","0"
"877","PHB32Y85","Phb 31133VW","Corteva Agriscience RSA","White","Zea mays","HB","A 20052226","20050826","0"
"878","PHB33H56","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20072467","20070801","0"
"879","PHB33P82","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20123161","20120814","0"
"880","PHB33Y74","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20082627","20080731","0"
"881","PHB3442","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 91167","19911025","0"
"882","PHB35T06","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20102809","20100907","0"
"883","PHB36B08","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20082640","20080731","0"
"884","PHB3SA64172003","PAN 5A-195","Corteva Agriscience RSA","White","Zea mays","HB","A 20143498","20140930","0"
"885","PHB3SA64172004","PAN 5A-291","Corteva Agriscience RSA","White","Zea mays","HB","A 20143499","20140930","0"
"886","PHB3SA64172005","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20143514","20141002","0"
"887","PHB3SA88214805","P1814","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20153666","20150916","0"
"888","PHB3SA99030327","","Corteva Agriscience RSA","White","Zea mays","HB","A 20143500","20140930","0"
"889","PHB3X18A306","IMP 52-12","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20112978","20110805","0"
"890","PHB3X18A307","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20112979","20110805","0"
"891","PHB3X18A322","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20112980","20110805","0"
"892","PHB3X18B773","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20123162","20120814","0"
"893","PHB3X18C512","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20143515","20141002","0"
"894","PHB3X18D870W","","Corteva Agriscience RSA","White","Zea mays","HB","A 20143501","20140930","0"
"895","PHB3X18D871","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20143516","20141002","0"
"896","PHB3X18F886","PAN 5A-190","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20153667","20150916","0"
"897","PHB3X23A012W","PAN 4A-111","Corteva Agriscience RSA","White","Zea mays","HB","A20123099","20120724","0"
"898","PHB3X23A013W","","Corteva Agriscience RSA","White","Zea mays","HB","A 20123100","20120724","0"
"899","PHB3X23A014W","","Corteva Agriscience RSA","White","Zea mays","HB","A 20123101","20120724","0"
"900","PHB3X23A018","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20112981","20110805","0"
"901","PHB3X23A020","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20123163","20120814","0"
"902","PHB3X23B138W","","Corteva Agriscience RSA","White","Zea mays","HB","A 20123102","20120724","0"
"903","PHB3X23B150","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20123164","20120814","0"
"904","PHB3X23C324W","","Corteva Agriscience RSA","White","Zea mays","HB","A 20133353","20130930","0"
"905","PHB3X23C333","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20133315","20130912","0"
"906","PHB3X23C335","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20133316","20130912","0"
"907","PHB3X23F439","PAN 5A-154","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20153668","20150916","0"
"908","PHB3X28A050W","","Corteva Agriscience RSA","White","Zea mays","HB","A 20123104","20120724","0"
"909","PHB3X28A058","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20112982","20110805","0"
"910","PHB3X28A059","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20112983","20110805","0"
"911","PHB3X28A062","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20112984","20110805","0"
"912","PHB3X28C231W","","Corteva Agriscience RSA","White","Zea mays","HB","A 20133354","20130930","0"
"913","PHB3X28C233W","","Corteva Agriscience RSA","White","Zea mays","HB","A 20133355","20130930","0"
"914","PHB3X28C253W","","Corteva Agriscience RSA","White","Zea mays","HB","A 20133356","20130930","0"
"915","PHB3X28D293W","","Corteva Agriscience RSA","White","Zea mays","HB","A 20143502","20140930","0"
"916","PHB3X28D3021","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20153669","20150916","0"
"917","PHB3X35A166","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20112985","20110805","0"
"918","PHB3X4C357W","P2961W","Corteva Agriscience RSA","White","Zea mays","HB","A20102785","20100908","0"
"919","PHB3X5B241","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20082620","20080731","0"
"920","PHB3X6F690W","","Corteva Agriscience RSA","White","Zea mays","HB","A 20082598","20080807","0"
"921","PHB3X6F695","BG 4296","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20102812","20100907","0"
"922","PHB3X6F696","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20102810","20100907","0"
"923","PHB3X7F791","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20102811","20100907","0"
"924","PHB3X7F795","P2048","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20102828","20100907","0"
"925","PHB3X8C152","P2612","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20102814","20100907","0"
"926","PHB3X8C153","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20102796","20100907","0"
"927","PHB3X8C155","P3052","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20102795","20100907","0"
"928","PHB3X8D245","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20102794","20100907","0"
"929","PHB3X8F422","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20102792","20100907","0"
"930","PHB3X8F423","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20112986","20110805","0"
"931","PHBX13B655","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20163846","20160908","0"
"932","PHBX13D214","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20163847","20160908","0"
"933","PHBX18H665W","PAN 4A-159","Corteva Agriscience RSA","White","Zea mays","HB","A 20163883","20160913","0"
"934","PHBX18H667","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20163848","20160908","0"
"935","PHBX18H669","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20163849","20160908","0"
"936","PHBX18H670","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20163850","20160908","0"
"937","PHBX18H671","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20163851","20160908","0"
"938","PHBX18H673","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20163852","20160908","0"
"939","PHBX18H674","PAN 4A-156","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20163853","20160908","0"
"940","PHBX23F431W","","Corteva Agriscience RSA","White","Zea mays","HB","A 20163884","20160913","0"
"941","PHBX23H509W","","Corteva Agriscience RSA","White","Zea mays","HB","A 20163885","20160913","0"
"942","PHBX23H518","P2319","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20163854","20160908","0"
"943","PHBX23H519","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20163855","20160908","0"
"944","PHBX23H522","PAN 5A-170","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20163856","20160908","0"
"945","PHBX23H523","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20163857","20160908","0"
"946","PHBX23H527","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20163858","20160908","0"
"947","PHBX23H528","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20163859","20160908","0"
"948","PHBX5H301W","PAN 3A-157","Corteva Agriscience RSA","White","Zea mays","HB","A 20163886","20160913","0"
"949","PLATINUM","","Delta Seed","White","Zea mays","HB","A 20011625","20010925","0"
"950","PR32T83","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20112977","20110805","0"
"951","QN521","","Quality Seed","White","Zea mays","HB","A 20153677","20151016","0"
"952","QN601","","Quality Seed","White","Zea mays","HB","A 20153678","20151016","0"
"953","QN701","","Quality Seed","White","Zea mays","HB","A 20174050","20171016","0"
"954","QN711","","Quality Seed","White","Zea mays","HB","A 20174051","20171016","0"
"955","REVOLUTION","Banana","Nelson Genetics/Agricol","White","Zea mays","HB","A 20123087","20120724","0"
"956","RO413","","Regop Saad","White","Zea mays","HB","A 86572","19860929","0"
"957","RO430","","Regop Saad","Yellow","Zea mays","HB","","Voluntary on list","0"
"958","SA4101","","ARC GCI","White","Zea mays","HB","A 20153680","20151016","0"
"959","SA4108","","ARC GCI","White","Zea mays","HB","A 20153681","20151016","0"
"960","SA4111","","ARC GCI","White","Zea mays","HB","A 20153682","20151016","0"
"961","SA4112","","ARC GCI","White","Zea mays","HB","A 20153683","20151016","0"
"962","SA4348","","ARC GCI","White","Zea mays","HB","A 20153685","20151016","0"
"963","SA4364","","ARC GCI","White","Zea mays","HB","A 20153686","20151016","0"
"964","SC301","","Seed Co SA","White","Zea mays","HB","A 20163887","20160913","0"
"965","SC302","","Seed Co SA","Yellow","Zea mays","HB","","","0"
"966","SC303","","Seed Co SA","White","Zea mays","HB","A 20163888","20160913","0"
"967","SC402","","Seed Co SA","Yellow","Zea mays","HB","A 20174037","20171010","0"
"968","SC403","","Seed Co SA","White","Zea mays","HB","A 20011629","20010925","0"
"969","SC404","","Seed Co SA","Yellow","Zea mays","HB","A 20184177","20181108","0"
"970","SC408","","Seed Co SA","Yellow","Zea mays","HB","","","0"
"971","SC411","","Seed Co SA","White","Zea mays","HB","A 20123106","20120724","0"
"972","SC419","","Seed Co SA","White","Zea mays","HB","A 20163889","20160913","0"
"973","SC506","","Seed Co SA","Yellow","Zea mays","HB","A 20143517","20141002","0"
"974","SC512","","Seed Co SA","Yellow","Zea mays","HB","A 20174038","20171010","0"
"975","SC513","","Seed Co SA","White","Zea mays","HB","A 20011631","20010925","0"
"976","SC533","","Seed Co SA","White","Zea mays","HB","","","0"
"977","SC549","","Seed Co SA","White","Zea mays","HB","","","0"
"978","SC602","","Syngenta SA","Yellow","Zea mays","HB","A 20001454","20000613","0"
"979","SC608","","Seed Co SA","Yellow","Zea mays","HB","A 20133317","20130912","0"
"980","SC612","","Seed Co SA","Yellow","Zea mays","HB","A 20153672","20150916","0"
"981","SC627","","Seed Co SA","White","Zea mays","HB","A 20001493","20000915","0"
"982","SC633","","Seed Co SA","White","Zea mays","HB","A 20011628","20010925","0"
"983","SC637","","Seed Co SA","White","Zea mays","HB","A 20123107","20120724","0"
"984","SC647","","Seed Co SA","White","Zea mays","HB","","","0"
"985","SC701","","Seed Co SA","White","Zea mays","HB","A 92270","19920930","0"
"986","SC709","","Seed Co SA","White","Zea mays","HB","A 97981","19970828","0"
"987","SC719","","Seed Co SA","White","Zea mays","HB","A 20123108","20120724","0"
"988","SC727","","Seed Co SA","White","Zea mays","HB","A 20163890","20160913","0"
"989","SILMASTER","","Delta Seed","Yellow","Zea mays","HB","A 20011605","20010926","0"
"990","SNK2147","DKC2147","Bayer (Pty) Ltd","White","Zea mays","HB","","Voluntary on list","0"
"991","SNK2768","","Sensako","Yellow","Zea mays","HB","A 20174039","20171010","0"
"992","SNK2778","","Bayer (Pty) Ltd","Yellow","Zea mays","HB","A 971022","19970828","0"
"993","US9600","","United Seeds","Yellow","Zea mays","HB","A 20082643","20080731","0"
"994","US9610","","United Seeds","Yellow","Zea mays","HB","A 20102791","20100907","0"
"995","US9612","","United Seeds","Yellow","Zea mays","HB","A 20184190","20181108","0"
"996","US9616","","United Seeds","Yellow","Zea mays","HB","A 20184189","20181108","0"
"997","US9620","","United Seeds","Yellow","Zea mays","HB","A 20102793","20100907","0"
"998","US9640","","United Seeds","Yellow","Zea mays","HB","A 20153670","20150916","0"
"999","US9642","","United Seeds","Yellow","Zea mays","HB","A 20153671","20150916","0"
"1000","US9711","","United Seeds","White","Zea mays","HB","A 20174053","20171016","0"
"1001","US9721","","United Seeds","White","Zea mays","HB","A 20184173","20181005","0"
"1002","US9723","","United Seeds","White","Zea mays","HB","A 20184174","20181005","0"
"1003","US9747","","United Seeds","White","Zea mays","HB","A 20062341","20060801","0"
"1004","US9755","","United Seeds","White","Zea mays","HB","A 20143503","20140930","0"
"1005","US9770","","United Seeds","Yellow","Zea mays","HB","A 20082642","20080731","0"
"1006","US9772","","United Seeds","Yellow","Zea mays","HB","A 20082641","20080731","0"
"1007","US9777","","United Seeds","White","Zea mays","HB","A 20174054","20171016","0"
"1008","US9800","","United Seeds","Yellow","Zea mays","HB","A 20174040","20171010","0"
"1009","US9911","","United Seeds","White","Zea mays","HB","A 20123110","20120724","0"
"1010","VP8208","P 1319","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20153664","20150916","0"
"1011","VP8405","","Corteva Agriscience RSA","White","Zea mays","HB","A 20174052","20171016","0"
"1012","WE3127","","ARC GCI","White","Zea mays","HB","A 20143504","20140930","0"
"1013","WE3128","","ARC GCI","White","Zea mays","HB","A 20143505","20140930","0"
"1014","WE4143","","ARC GCI","White","Zea mays","HB","A 20163891","20160913","0"
"1015","WE4144","","ARC GCI","White","Zea mays","HB","A 20153687","20151016","0"
"1016","WE4145","","ARC GCI","White","Zea mays","HB","A 20153688","20151016","0"
"1017","WE4147","","ARC GCI","White","Zea mays","HB","A 20153689","20151016","0"
"1018","WE4307","","ARC GCI","White","Zea mays","HB","A 20153690","20151016","0"
"1019","WE4308","","ARC GCI","White","Zea mays","HB","A 20153691","20151016","0"
"1020","WE4309","","ARC GCI","White","Zea mays","HB","A 20163892","20160913","0"
"1021","WE4338","","ARC GCI","White","Zea mays","HB","A 20153692","20151016","0"
"1022","WE4351","","ARC GCI","White","Zea mays","HB","A 20153693","20151016","0"
"1023","WE4359","","ARC GCI","White","Zea mays","HB","A 20153694","20151016","0"
"1024","WE6115","","ARC GCI","White","Zea mays","HB","A 20184175","20181005","0"
"1025","WE6117","","ARC GCI","White","Zea mays","HB","A 20184176","20181005","0"
"1026","X08D413","P1257","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20194316","20191007","0"
"1027","X13D102","PAN 3A-124","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20194315","20191007","0"
"1028","X13K591","PAN 4A-128","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20184192","20181108","0"
"1029","X13K598","P1513","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20194317","20191007","0"
"1030","X13M710","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20184181","20181108","0"
"1031","X18F8831","P1788","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20184179","20181108","0"
"1032","X18K294","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20184178","20181108","0"
"1033","X18K339","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20174041","20171010","0"
"1034","X18M095","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20184180","20181108","0"
"1035","X18N9351","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20194318","20191007","0"
"1036","X18N939","P1975","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20194319","20191007","0"
"1037","X23F442","P2370","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20174042","20171010","0"
"1038","X23H517","P2367","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20174043","20171010","0"
"1039","X25K079","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20174044","20171010","0"
"1040","X25M112","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20184185","20181108","0"
"1041","X25M116","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20184183","20181108","0"
"1042","X25M124","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20184186","20181108","0"
"1043","X25M130","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20184182","20181108","0"
"1044","X25N2061","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20194320","20191007","0"
"1045","X25N2101","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20194321","20191007","0"
"1046","X25N216","P2636","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20194322","20191007","0"
"1047","X25N221","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20194323","20191007","0"
"1048","X30M371","","Corteva Agriscience RSA","Yellow","Zea mays","HB","A 20184184","20181108","0"
"1049","ZAMA","","Wickens Investments","White","Zea mays","HB","A 20052213","20050818","0"
"1050","CAP9006QS","","Capstone Seeds","Yellow","Zea mays","HB QP","A 20133319","20130912","0"
"1051","JEMAT601Q","","Jermart Seeds","White","Zea mays","HB QP","A 20153674","20151016","0"
"1052","QS623","","Quality Seed","White","Zea mays","HB QP","A 20153679","20151016","0"
"1053","QS7606","","Quality Seed","Yellow","Zea mays","HB QP","A 971009","19970828","0"
"1054","QS7608","","Quality Seed","Yellow","Zea mays","HB QP","A 96936","19961021","0"
"1055","QS7614","","Quality Seed","Yellow","Zea mays","HB QP","A 20031899","20030707","0"
"1056","QS7616","","Quality Seed","Yellow","Zea mays","HB QP","A 20031900","20030707","0"
"1057","QS7646","","Quality Seed","Yellow","Zea mays","HB QP","A 20102816","20100907","0"
"1058","QS7701","","Quality Seed","White","Zea mays","HB QP","A 96934","19961014","0"
"1059","QS7707","","Quality Seed","White","Zea mays","HB QP","A 20021764","20020910","0"
"1060","QS7715","","Quality Seed","White","Zea mays","HB QP","A 20042074","20040820","0"
"1061","QS7717","","Quality Seed","White","Zea mays","HB QP","A20062340","20060801","0"
"1062","QS7751","","Quality Seed","White","Zea mays","HB QP","A 20052214","20050818","0"
"1063","QS7761","","Quality Seed","White","Zea mays","HB QP","A 20052215","20050818","0"
"1064","SA4115Q","","ARC GCI","White","Zea mays","HB QP","A 20153684","20151016","0"
"1065","AFRIC1","","Klein Karoo Seed Marketing","White","Zea mays","OP","A 20031863","20030710","0"
"1066","AFRICRED","","Nelson Genetics/KKSM","Yellow","Zea mays","OP","A 20133306","20130912","0"
"1067","BORDERKING","","","White","Zea mays","OP","","Voluntary on list","0"
"1068","BORDERKINGNI/05","","Northern Seed Producers","White","Zea mays","OP","A 20052217","20050818","0"
"1069","CAP311","","Capstone Seeds","White","Zea mays","OP","A 20042058","20040820","0"
"1070","COLORADO","","AGT Foods Africa","Yellow","Zea mays","OP","A 20021754","20020910","0"
"1071","KALAHARIEARLYPEARLSELECT","","Capstone Seeds","White","Zea mays","OP","A 20062366","20060801","0"
"1072","KEP","","Wickens Investments","White","Zea mays","OP","A 20062342","20060801","0"
"1073","MACMEDIUMPEARL","","McDonalds Seeds","White","Zea mays","OP","A 92268","19920930","0"
"1074","MATUBASELECT","","Capstone Seeds","White","Zea mays","OP","A 20062367","20060801","0"
"1075","NELSON'SCHOICE","","Nelson Genetics/Capstone Seeds","White","Zea mays","OP","A 20031841","20030710","0"
"1076","NELSON'SCHOICEYELLOW","","Nelson Genetics/Capstone Seeds","Yellow","Zea mays","OP","A 20123157","20120814","0"
"1077","NEVADA","","Direct Seed","White","Zea mays","OP","A 20021755","20020910","0"
"1078","NS5919","","National Seed","White","Zea mays","OP","A 20052216","20050818","0"
"1079","OKAVANGO","","Capstone Seeds","Yellow","Zea mays","OP","A 20031898","20030707","0"
"1080","OKAVANGOFLINT","","Capstone Seeds","Yellow","Zea mays","OP","A20123158","20120814","0"
"1081","PAN66","","Pannar Seed","Yellow","Zea mays","OP","A 20133307","20130912","0"
"1082","PAN6671","","Pannar Seed","White","Zea mays","OP","A 88793","19880811","0"
"1083","SAHARA","","","Yellow","Zea mays","OP","","Voluntary on list","0"
"1084","SILVERKING","","","White","Zea mays","OP","","Voluntary on list","0"
"1085","SNK2555","SNK 61","Nelson Genetics/Sensako","White","Zea mays","OP","A 20133365","20130930","0"
"1086","SNK61","SNK 2555","Nelson Genetics/Sensako","White","Zea mays","OP","A 20133365","20130930","0"
"1087","ZAMASTAR","","Pannar Seed","White","Zea mays","OP","A 20031856","20030710","0"
"1088","ZM1421","","ARC GCI","White","Zea mays","OP","A 20042084","20040902","0"
"1089","ZM1423","","ARC GCI","White","Zea mays","OP","A 20062369","20060823","0"
"1090","ZM1523","","ARC GCI","White","Zea mays","OP","A 20062370","20060823","0"
"1091","ZM1611","","ARC GCI","White","Zea mays","OP","A 20042085","20040902","0"
"1092","ZM1623","","ARC GCI","White","Zea mays","OP","A 20062370","20060823","0"
"1093","ZM309","","Capstone Seeds","White","Zea mays","OP","A 20123086","20120724","0"
"1094","ZM521","","ARC GCI","White","Zea mays","OP","A 20021753","20020910","0"
